employee_id,first_name,last_name,gender,date_of_birth,hire_date,department,job_title,job_level,employment_type,education_level,marital_status,location,years_experience,manager_id
EMP0954,Christopher,Jefferson,Male,1995-09-04,2025-07-31,Engineering,Senior Data Engineer,Senior,Full-Time,Bachelor,Single,Dubai,11,
EMP0955,Theodore,Ramos,Female,2002-05-29,2011-10-04,Legal,Legal Advisor,Mid Level,Full-Time,Master,Single,Jeddah,3,
EMP0956,Jason,Hudson,Male,2001-05-20,2025-12-01,Engineering,Frontend Developer,Mid Level,Full-Time,Bachelor,Single,Dubai,5,
EMP0957,Katrina,Mills,Female,1984-09-14,2021-03-15,IT,IT Team Lead,Lead,Full-Time,Bachelor,Married,London,17,
EMP0958,Mike,Sharp,Female,1983-10-27,2022-04-01,Legal,Senior Legal Advisor,Senior,Full-Time,Bachelor,Married,Jeddah,10,
EMP0959,Erin,Lloyd,Male,1980-06-03,2017-04-03,Engineering,Engineering Manager,Manager,Full-Time,Bachelor,Divorced,Cairo,23,
EMP0960,Alicia,Taylor,Male,1993-05-19,2014-04-14,Finance,Senior Accountant,Senior,Full-Time,Diploma,Single,Jeddah,11,
EMP0961,Scott,Carlson,Female,2003-09-04,2025-06-12,IT,IT Support Specialist,Mid Level,Full-Time,Master,Single,London,5,
EMP0962,James,Burgess,Male,1981-09-30,2019-10-22,Customer Service,Customer Success Specialist,Mid Level,Contract,Master,Divorced,London,6,
EMP0963,Joshua,Sparks,Male,1980-06-24,2020-01-20,Legal,Junior Legal Advisor,Entry Level,Full-Time,Bachelor,Single,Riyadh,0,
EMP0964,Mark,Knight,Male,1977-07-28,2024-10-17,Engineering,Engineering Manager,Manager,Full-Time,Bachelor,Single,London,22,
EMP0965,Jennifer,Salazar,Male,1976-02-29,2011-08-17,Administration,Administration Manager,Manager,Full-Time,Master,Single,London,20,
EMP0966,Brad,Smith,Female,1979-11-13,2017-05-02,Marketing,Senior SEO Specialist,Senior,Full-Time,Bachelor,Married,Jeddah,9,
EMP0967,Erika,Bell,Female,1986-05-03,2017-04-26,Finance,Finance Manager,Manager,Full-Time,Bachelor,Married,Dubai,21,
EMP0968,Robert,Moore,Female,1967-06-20,2013-12-09,Engineering,Engineering Lead,Lead,Full-Time,Master,Married,Cairo,18,
EMP0969,Amanda,Ramirez,Female,1970-02-15,2018-01-07,Sales,Senior Account Executive,Senior,Full-Time,Bachelor,Divorced,Dubai,10,
EMP0970,Juan,Mason,Female,2002-04-10,2012-04-16,HR,HR Specialist,Mid Level,Full-Time,Bachelor,Divorced,Dubai,5,
EMP0971,Doris,Jones,Male,1990-07-27,2025-08-24,Engineering,Frontend Developer,Mid Level,Full-Time,Bachelor,Married,Dubai,7,
EMP0972,Kayla,Johnson,Male,1980-01-12,2018-05-30,Finance,Senior Financial Analyst,Senior,Full-Time,Bachelor,Divorced,Riyadh,10,
EMP0973,Kimberly,Taylor,Male,1975-04-25,2014-10-06,Administration,Senior Office Administrator,Senior,Full-Time,Master,Single,Riyadh,12,
EMP0974,Timothy,Day,Female,1978-06-26,2015-05-04,IT,Senior IT Support Specialist,Senior,Full-Time,Bachelor,Married,Dubai,10,
EMP0975,Sean,Smith,Female,1990-09-08,2017-05-07,Engineering,Senior Software Engineer,Senior,Full-Time,Bachelor,Divorced,Riyadh,9,
EMP0976,Robert,Hicks,Male,2003-05-13,2013-10-05,HR,Recruiter,Mid Level,Full-Time,Bachelor,Divorced,Cairo,3,
EMP0977,Jeffrey,Washington,Male,1988-04-04,2013-02-03,Operations,Operations Lead,Lead,Full-Time,Bachelor,Married,Cairo,17,
EMP0978,Jason,Ryan,Male,1985-03-03,2026-06-07,Engineering,Engineering Manager,Manager,Full-Time,Bachelor,Single,Dubai,20,
EMP0979,Brian,Martin,Male,1973-10-05,2025-02-19,Engineering,Engineering Manager,Manager,Full-Time,Diploma,Single,Dubai,22,
EMP0980,John,Johnson,Female,1992-04-04,2011-10-18,Engineering,Junior Frontend Developer,Entry Level,Full-Time,Bachelor,Married,Dubai,2,
EMP0981,Raymond,Hughes,Female,1994-07-18,2021-09-20,Finance,Accountant,Mid Level,Full-Time,Bachelor,Married,Jeddah,5,
EMP0982,Paula,Hendricks,Female,1967-07-24,2025-09-04,Marketing,SEO Specialist,Mid Level,Part-Time,Bachelor,Single,Jeddah,7,
EMP0983,Sara,Bernard,Male,2002-09-08,2025-03-09,Engineering,Junior Software Engineer,Entry Level,Contract,Bachelor,Married,London,1,
EMP0984,Nancy,Grimes,Male,1977-12-14,2020-11-15,Engineering,Engineering Manager,Manager,Full-Time,Master,Single,Cairo,25,
EMP0985,Christian,Franklin,Male,1994-07-20,2024-12-04,Engineering,Software Engineer,Mid Level,Full-Time,Master,Married,Dubai,7,
EMP0986,Johnathan,Saunders,Female,1970-06-10,2022-06-26,IT,IT Team Lead,Lead,Full-Time,Bachelor,Divorced,London,16,
EMP0987,Margaret,Burnett,Female,1986-12-28,2025-09-18,Engineering,Engineering Manager,Manager,Full-Time,Bachelor,Single,Cairo,21,
EMP0988,Christopher,Rodriguez,Female,1975-01-25,2024-09-07,Operations,Junior Operations Specialist,Entry Level,Full-Time,Bachelor,Single,Dubai,0,
EMP0989,Evan,Welch,Male,1982-06-03,2023-09-04,Operations,Junior Operations Specialist,Entry Level,Contract,Master,Divorced,London,2,
EMP0990,Patricia,Rodriguez,Male,1967-01-07,2012-10-16,Engineering,Engineering Manager,Manager,Full-Time,Master,Divorced,Cairo,20,
EMP0991,Teresa,Johnston,Male,1988-04-03,2017-10-11,Customer Service,Customer Support Lead,Lead,Full-Time,Master,Single,Dubai,16,
EMP0992,Teresa,Davis,Male,1984-09-05,2012-11-19,Engineering,Junior Software Engineer,Entry Level,Full-Time,Bachelor,Married,Riyadh,2,
EMP0993,Amanda,Mccarty,Female,1991-07-03,2026-04-03,HR,Senior Recruiter,Senior,Full-Time,Master,Divorced,Jeddah,8,
EMP0994,Rachael,Rogers,Male,1972-09-04,2024-03-04,Legal,Junior Legal Advisor,Entry Level,Full-Time,Bachelor,Single,Riyadh,1,
EMP0995,Elijah,Branch,Male,1998-07-25,2016-01-17,Sales,Junior Sales Representative,Entry Level,Full-Time,Master,Single,Jeddah,2,
EMP0996,Lisa,Bowman,Male,1974-06-28,2018-12-18,IT,IT Manager,Manager,Full-Time,Master,Single,Riyadh,23,
EMP0997,David,Goodwin,Male,1979-07-17,2020-07-26,Legal,Legal Advisor,Mid Level,Full-Time,Master,Divorced,Cairo,3,
EMP0998,Eric,Booth,Female,1997-06-08,2015-04-07,Marketing,Junior Marketing Specialist,Entry Level,Full-Time,Bachelor,Single,Dubai,1,
EMP0999,Bryce,Park,Male,2002-12-04,2016-10-01,IT,IT Support Specialist,Mid Level,Full-Time,Bachelor,Single,Jeddah,5,
EMP1000,Claire,Jones,Female,1984-10-19,2024-03-27,Engineering,Junior Backend Developer,Entry Level,Full-Time,Bachelor,Divorced,Jeddah,2,
